#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	ENST00000632280.1_2	chr19	+	68402	69178	68402	68402	1	68402,	69178,	0	ENSG00000282542	none	none	-1,
967	ENST00000610806.4_1	chr19	+	50180408	50191707	50180537	50191502	8	50180408,50183743,50185166,50185452,50187183,50189349,50189861,50191418,	50180573,50183845,50185322,50185516,50187326,50189500,50189983,50191707,	0	PRMT1	cmpl	cmpl	0,0,0,0,1,0,1,0,
967	ENST00000454376.7_5	chr19	+	50180527	50191704	50180537	50191502	11	50180527,50183128,50183743,50185166,50185452,50187183,50188010,50188178,50189349,50189861,50191418,	50180573,50183182,50183845,50185322,50185516,50187326,50188098,50188294,50189500,50189983,50191704,	0	PRMT1	cmpl	cmpl	0,0,0,0,0,1,0,1,0,1,0,
967	ENST00000581740.1	chr19	+	50185327	50185411	50185327	50185327	1	50185327,	50185411,	0	MIR5088	none	none	-1,
967	ENST00000596472.1_4	chr19	-	50192109	50193830	50192109	50192109	2	50192109,50193574,	50192280,50193830,	0	ENSG00000268677	none	none	-1,-1,
967	ENST00000420022.4_3	chr19	+	50192850	50193832	50193094	50193750	2	50192850,50193362,	50193168,50193832,	0	ADM5	cmpl	cmpl	0,2,
120	ENST00000323446.9_5	chr19	+	50194366	50216988	50195509	50216862	19	50194366,50195495,50200582,50203940,50204573,50204753,50207966,50208263,50208470,50209165,50209487,50210774,50211979,50213576,50213979,50215065,50215992,50216228,50216676,	50194597,50195650,50200722,50204112,50204675,50204891,50208044,50208371,50208555,50209361,50209670,50210880,50212096,50213741,50214114,50215218,50216106,50216321,50216988,	0	CPT1C	cmpl	cmpl	-1,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,
120	ENST00000392518.8_5	chr19	+	50194372	50216988	50195509	50216862	20	50194372,50195077,50195495,50200582,50203940,50204573,50204753,50207966,50208263,50208470,50209165,50209487,50210774,50211979,50213576,50213979,50215065,50215992,50216228,50216676,	50194597,50195210,50195650,50200722,50204112,50204675,50204891,50208044,50208371,50208555,50209361,50209670,50210880,50212096,50213741,50214114,50215218,50216106,50216321,50216988,	0	CPT1C	cmpl	cmpl	-1,-1,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,
120	ENST00000598293.6_6	chr19	+	50194372	50216988	50195509	50216862	20	50194372,50195077,50195495,50200582,50203940,50204573,50204753,50207966,50208263,50208470,50209165,50209487,50210774,50211979,50213576,50213979,50215065,50215992,50216228,50216676,	50194597,50195146,50195650,50200722,50204112,50204675,50204891,50208044,50208371,50208555,50209361,50209670,50210880,50212096,50213741,50214114,50215218,50216106,50216321,50216988,	0	CPT1C	cmpl	cmpl	-1,-1,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,
120	ENST00000405931.6_5	chr19	+	50194400	50216988	50195509	50216862	20	50194400,50195077,50195495,50200582,50203940,50204573,50204753,50207966,50208296,50208470,50209165,50209487,50210774,50211979,50213576,50213979,50215065,50215992,50216228,50216676,	50194597,50195146,50195650,50200722,50204112,50204675,50204891,50208044,50208371,50208555,50209361,50209670,50210880,50212096,50213741,50214114,50215218,50216106,50216321,50216988,	0	CPT1C	cmpl	cmpl	-1,-1,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,
968	ENST00000358830.3_7	chr19	-	50243013	50250635	50243032	50250466	7	50243013,50243315,50245141,50247487,50248458,50249726,50250403,	50243189,50243440,50245277,50247661,50248653,50250055,50250635,	0	TSKS	cmpl	cmpl	2,0,2,2,2,0,0,
968	ENST00000246801.8_9	chr19	-	50243016	50266563	50243032	50266504	11	50243016,50243315,50245141,50247487,50248458,50249726,50250645,50251341,50251630,50265260,50266334,	50243189,50243440,50245277,50247661,50248653,50250055,50250729,50251425,50251726,50265489,50266563,	0	TSKS	cmpl	cmpl	2,0,2,2,2,0,0,0,0,2,0,
968	ENST00000383872.1	chr19	-	50267780	50267887	50267780	50267780	1	50267780,	50267887,	0	RNU6-841P	none	none	-1,
968	ENST00000354293.10_7	chr19	+	50270257	50310371	50270390	50310015	23	50270257,50285013,50285203,50285787,50295191,50296247,50298886,50302058,50302583,50302885,50303224,50304217,50304646,50304978,50305237,50306205,50306363,50306543,50308709,50308917,50309128,50309375,50309937,	50270457,50285082,50285346,50285981,50295321,50296349,50298995,50302209,50302752,50303023,50303407,50304315,50304878,50305146,50305398,50306262,50306446,50306633,50308833,50309034,50309198,50309510,50310371,	0	AP2A1	cmpl	cmpl	0,1,1,0,2,0,0,1,2,0,0,0,2,0,0,2,2,1,1,2,2,0,0,
968	ENST00000359032.10_6	chr19	+	50270257	50310371	50270390	50310015	24	50270257,50285013,50285203,50285787,50295191,50296247,50298886,50302058,50302583,50302885,50303224,50304217,50304646,50304978,50305237,50305790,50306205,50306363,50306543,50308709,50308917,50309128,50309375,50309937,	50270457,50285082,50285346,50285981,50295321,50296349,50298995,50302209,50302752,50303023,50303407,50304315,50304878,50305146,50305398,50305856,50306262,50306446,50306633,50308833,50309034,50309198,50309510,50310371,	0	AP2A1	cmpl	cmpl	0,1,1,0,2,0,0,1,2,0,0,0,2,0,0,2,2,2,1,1,2,2,0,0,
968	ENST00000313777.9_7	chr19	-	50310122	50316549	50310407	50316363	11	50310122,50311670,50311830,50311973,50312419,50312634,50314619,50314887,50315507,50315871,50316252,	50310631,50311745,50311895,50312080,50312515,50312832,50314724,50314956,50315592,50315993,50316549,	0	FUZ	cmpl	cmpl	1,1,2,0,0,0,0,0,2,0,0,
968	ENST00000528094.5_5	chr19	-	50310146	50316432	50310407	50316363	10	50310146,50311670,50311830,50311973,50312419,50312634,50314619,50314887,50315894,50316252,	50310631,50311745,50311895,50312080,50312515,50312832,50314724,50314956,50315993,50316432,	0	FUZ	cmpl	cmpl	1,1,2,0,0,0,0,0,0,0,
968	ENST00000533418.5_5	chr19	-	50310146	50316506	50310407	50315954	11	50310146,50311670,50311830,50311973,50312419,50312634,50314619,50314887,50315507,50315871,50316389,	50310631,50311745,50311895,50312080,50312515,50312832,50314724,50314956,50315592,50315993,50316506,	0	FUZ	cmpl	cmpl	1,1,2,0,0,0,0,0,2,0,-1,
968	ENST00000600669.1_2	chr19	+	50312189	50312995	50312189	50312189	2	50312189,50312569,	50312283,50312995,	0	ENSG00000269194	none	none	-1,-1,
968	ENST00000526575.1_4	chr19	-	50314640	50316435	50314928	50316363	4	50314640,50314887,50315871,50316252,	50314748,50314956,50315993,50316435,	0	FUZ	cmpl	cmpl	-1,2,0,0,
1	ENST00000312865.10_4	chr19	+	50321545	50340236	50321598	50340201	18	50321545,50321827,50322428,50331705,50332226,50333042,50333344,50333767,50333950,50334589,50335192,50335356,50335564,50338242,50338790,50338983,50339482,50340103,	50321732,50321873,50322553,50331804,50332347,50333205,50333475,50333855,50334144,50334718,50335278,50335414,50335672,50338434,50338862,50339202,50339663,50340236,	0	MED25	cmpl	cmpl	0,2,0,2,2,0,1,0,1,0,0,2,0,0,0,0,0,1,
1	ENST00000593767.3_3	chr19	+	50321545	50343640	50321598	50342081	18	50321545,50321827,50322428,50331705,50332226,50333042,50333344,50333767,50333950,50334589,50335192,50335356,50335564,50338242,50338790,50338983,50339482,50341836,	50321732,50321873,50322553,50331804,50332347,50333205,50333475,50333855,50334144,50334718,50335278,50335414,50335672,50338434,50338862,50339202,50339663,50343640,	0	MED25	cmpl	cmpl	0,2,0,2,2,0,1,0,1,0,0,2,0,0,0,0,0,1,
1	ENST00000538643.5_1	chr19	+	50321598	50340219	50321598	50340201	13	50321598,50321827,50333767,50333950,50334589,50335192,50335356,50335564,50338242,50338790,50338983,50339482,50340103,	50321732,50321873,50333855,50334144,50334718,50335278,50335414,50335672,50338434,50338862,50339202,50339663,50340219,	0	MED25	cmpl	cmpl	0,2,0,1,0,0,2,0,0,0,0,0,1,
969	ENST00000596521.1_4	chr19	-	50341895	50354933	50341895	50341895	4	50341895,50347572,50349979,50354824,	50343333,50348149,50350010,50354933,	0	PTOV1-AS1	none	none	-1,-1,-1,-1,
969	ENST00000600742.1_3	chr19	-	50342483	50354314	50342483	50342483	3	50342483,50347572,50352266,	50343333,50347855,50354314,	0	PTOV1-AS1	none	none	-1,-1,-1,
969	ENST00000600603.5_2	chr19	+	50354010	50363996	50354137	50363576	13	50354010,50357662,50357908,50358087,50358226,50360231,50360949,50361160,50361313,50361805,50363312,50363524,50363822,	50354212,50357800,50357991,50358145,50358334,50360387,50361039,50361234,50361371,50361910,50363440,50363593,50363996,	0	PTOV1	cmpl	cmpl	0,0,0,2,0,0,0,0,2,0,0,2,-1,
969	ENST00000601638.5_1	chr19	+	50354084	50363970	50354137	50363536	13	50354084,50357662,50357908,50358087,50358226,50360231,50360949,50361160,50361313,50361805,50363242,50363524,50363822,	50354212,50357800,50357991,50358145,50358334,50360387,50361039,50361234,50361371,50361910,50363440,50363593,50363970,	0	PTOV1	cmpl	cmpl	0,0,0,2,0,0,0,0,2,0,0,0,-1,
969	ENST00000391842.6_3	chr19	+	50354415	50363999	50354585	50363536	12	50354415,50357662,50357908,50358087,50358226,50360231,50360949,50361160,50361313,50361805,50363242,50363524,	50354756,50357800,50357991,50358145,50358334,50360387,50361039,50361234,50361371,50361910,50363440,50363999,	0	PTOV1	cmpl	cmpl	0,0,0,2,0,0,0,0,2,0,0,0,
969	ENST00000599732.5_1	chr19	+	50354447	50364001	50354585	50363536	13	50354447,50357662,50357908,50358087,50358226,50360231,50360949,50361160,50361313,50361805,50363242,50363524,50363870,	50354756,50357800,50357991,50358145,50358334,50360387,50361039,50361234,50361371,50361910,50363440,50363593,50364001,	0	PTOV1	cmpl	cmpl	0,0,0,2,0,0,0,0,2,0,0,0,-1,
969	ENST00000601675.5_3	chr19	+	50354481	50363997	50354585	50363536	13	50354481,50357662,50357908,50358087,50358226,50360231,50360949,50361160,50361313,50361805,50363242,50363524,50363822,	50354756,50357800,50357991,50358145,50358334,50360387,50361039,50361234,50361371,50361910,50363440,50363593,50363997,	0	PTOV1	cmpl	cmpl	0,0,0,2,0,0,0,0,2,0,0,0,-1,
969	ENST00000601211.1_4	chr19	-	50356143	50358224	50356143	50356143	3	50356143,50357711,50358200,	50356466,50357848,50358224,	0	ENSG00000268047	none	none	-1,-1,-1,
969	ENST00000578197.1	chr19	+	50357847	50357908	50357847	50357847	1	50357847,	50357908,	0	MIR4749	none	none	-1,
969	ENST00000593654.1_4	chr19	-	50360226	50362546	50360226	50360226	5	50360226,50361603,50361810,50362099,50362462,	50360329,50361684,50361883,50362354,50362546,	0	PTOV1-AS2	none	none	-1,-1,-1,-1,-1,
969	ENST00000601893.1_3	chr19	-	50361410	50362544	50361410	50361410	2	50361410,50362099,	50361684,50362544,	0	PTOV1-AS2	none	none	-1,-1,
969	ENST00000600910.5_4	chr19	-	50364460	50370812	50364592	50370461	16	50364460,50364705,50364864,50365300,50365441,50365627,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,50370725,	50364622,50364767,50364952,50365362,50365538,50365720,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370474,50370812,	0	PNKP	cmpl	cmpl	0,1,0,1,0,0,1,0,0,0,2,0,0,1,0,-1,
969	ENST00000322344.8_6	chr19	-	50364460	50370833	50364504	50370461	17	50364460,50364705,50364864,50365028,50365300,50365441,50365627,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,50370725,	50364622,50364767,50364952,50365138,50365362,50365538,50365720,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370474,50370833,	0	PNKP	cmpl	cmpl	2,0,2,0,1,0,0,1,0,0,0,2,0,0,1,0,-1,
969	ENST00000631020.2_4	chr19	-	50364471	50370515	50364504	50370461	15	50364471,50364705,50364864,50365028,50365300,50365441,50365627,50365794,50365946,50366945,50367435,50367580,50368383,50369655,50370310,	50364622,50364767,50364952,50365138,50365362,50365538,50365720,50365865,50365995,50367017,50367493,50367660,50368683,50369702,50370515,	0	PNKP	cmpl	cmpl	2,0,2,0,1,0,0,1,0,0,2,0,0,1,0,
969	ENST00000596014.5_4	chr19	-	50364487	50370543	50364504	50370461	16	50364487,50364705,50364864,50365028,50365300,50365441,50365627,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,	50364622,50364767,50364952,50365138,50365362,50365538,50365720,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370543,	0	PNKP	cmpl	cmpl	2,0,2,0,1,0,0,1,0,0,0,2,0,0,1,0,
969	ENST00000600573.5_4	chr19	-	50364496	50370833	50364504	50370461	16	50364496,50364705,50364864,50365028,50365300,50365441,50365794,50365946,50366945,50367220,50367435,50367580,50368383,50369655,50370310,50370725,	50364622,50364767,50364952,50365138,50365362,50365538,50365865,50365995,50367017,50367328,50367493,50367660,50368683,50369702,50370474,50370833,	0	PNKP	cmpl	cmpl	2,0,2,0,1,0,1,0,0,0,2,0,0,1,0,-1,
969	ENST00000391834.6_10	chr19	-	50372289	50381613	50373173	50376552	5	50372289,50374803,50375068,50376173,50381426,	50373317,50374973,50375146,50376559,50381613,	0	AKT1S1	cmpl	cmpl	0,1,1,0,-1,
969	ENST00000391833.5_10	chr19	-	50372294	50378542	50373173	50376552	4	50372294,50374803,50375068,50376173,	50373317,50374973,50375146,50378542,	0	AKT1S1	cmpl	cmpl	0,1,1,0,
969	ENST00000391832.7_10	chr19	-	50372295	50380536	50373173	50376552	5	50372295,50374803,50375068,50376173,50380281,	50373317,50374973,50375146,50376559,50380536,	0	AKT1S1	cmpl	cmpl	0,1,1,0,-1,
969	ENST00000344175.10_11	chr19	-	50372295	50380612	50373173	50376552	5	50372295,50374803,50375068,50376173,50380493,	50373317,50374973,50375146,50376559,50380612,	0	AKT1S1	cmpl	cmpl	0,1,1,0,-1,
969	ENST00000391831.5_10	chr19	-	50372302	50379506	50373173	50376552	5	50372302,50374803,50375068,50376173,50379130,	50373317,50374973,50375146,50376559,50379506,	0	AKT1S1	cmpl	cmpl	0,1,1,0,-1,
969	ENST00000391835.1_9	chr19	-	50372302	50381285	50373173	50379912	5	50372302,50374803,50375068,50376173,50379859,	50373317,50374973,50375146,50376559,50381285,	0	AKT1S1	cmpl	cmpl	0,1,1,2,0,
969	ENST00000535102.6_3	chr19	+	50380922	50392000	50380980	50391881	16	50380922,50381754,50383535,50384524,50385297,50385498,50386020,50386229,50386907,50387509,50387715,50387915,50390732,50390974,50391487,50391680,	50381001,50381829,50383659,50384732,50385409,50385657,50386149,50386333,50387002,50387626,50387816,50388015,50390830,50391091,50391574,50392000,	0	TBC1D17	cmpl	cmpl	0,0,0,1,2,0,0,0,2,1,1,0,1,0,0,0,
969	ENST00000221543.10_5	chr19	+	50380958	50392007	50380980	50391881	17	50380958,50381399,50381754,50383535,50384524,50385297,50385498,50386020,50386229,50386907,50387509,50387715,50387915,50390732,50390974,50391487,50391680,	50381001,50381498,50381829,50383659,50384732,50385409,50385657,50386149,50386333,50387002,50387626,50387816,50388015,50390830,50391091,50391574,50392007,	0	TBC1D17	cmpl	cmpl	0,0,0,0,1,2,0,0,0,2,1,1,0,1,0,0,0,
969	ENST00000584564.1	chr19	+	50391431	50391487	50391431	50391431	1	50391431,	50391487,	0	MIR4750	none	none	-1,
969	ENST00000391826.7_10	chr19	-	50392910	50400144	50392926	50399417	8	50392910,50394227,50394661,50397524,50398324,50399071,50399404,50400091,	50393857,50394364,50394730,50397726,50398437,50399310,50399439,50400144,	0	IL4I1	cmpl	cmpl	2,0,0,2,0,1,0,-1,
969	ENST00000341114.7_8	chr19	-	50392910	50432796	50392926	50404974	10	50392910,50394227,50394661,50397524,50398324,50399071,50404895,50407455,50430950,50432582,	50393857,50394364,50394730,50397726,50398437,50399310,50405078,50407578,50431072,50432796,	0	IL4I1	cmpl	cmpl	2,0,0,2,0,1,0,-1,-1,-1,
969	ENST00000595948.5_8	chr19	-	50392910	50432796	50392926	50404974	10	50392910,50394227,50394661,50397524,50398324,50399071,50404895,50407455,50430950,50432582,	50393857,50394364,50394730,50397726,50398437,50399310,50405136,50407578,50431072,50432796,	0	IL4I1	cmpl	cmpl	2,0,0,2,0,1,0,-1,-1,-1,
969	ENST00000352066.8_6	chr19	-	50410081	50432761	50411495	50413064	3	50410081,50430950,50432582,	50413141,50431072,50432761,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000422090.2_4	chr19	-	50410081	50433001	50411495	50413064	2	50410081,50432582,	50413141,50433001,	0	NUP62	cmpl	cmpl	0,-1,
969	ENST00000700473.1_2	chr19	-	50410107	50432775	50411495	50413064	2	50410107,50432606,	50413141,50432775,	0	NUP62	cmpl	cmpl	0,-1,
969	ENST00000600935.2_7	chr19	-	50410122	50432788	50411495	50413064	3	50410122,50414361,50432582,	50413141,50414623,50432788,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000700474.1_2	chr19	-	50410189	50432788	50411495	50413064	2	50410189,50432673,	50413141,50432788,	0	NUP62	cmpl	cmpl	0,-1,
969	ENST00000596437.6_7	chr19	-	50410209	50432788	50411495	50413064	4	50410209,50414361,50430950,50432582,	50413141,50414623,50431072,50432788,	0	NUP62	cmpl	cmpl	0,-1,-1,-1,
969	ENST00000597029.6_5	chr19	-	50410894	50432753	50411495	50413064	3	50410894,50430950,50432582,	50413141,50431105,50432753,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000700475.1_2	chr19	-	50410962	50432732	50411495	50413064	3	50410962,50414361,50432673,	50413141,50414623,50432732,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000598301.2_5	chr19	-	50410962	50432757	50411495	50413064	5	50410962,50414361,50416155,50430950,50432582,	50413141,50414623,50416416,50431105,50432757,	0	NUP62	cmpl	cmpl	0,-1,-1,-1,-1,
969	ENST00000599788.2_8	chr19	-	50410962	50432761	50411495	50413064	3	50410962,50414361,50432582,	50413141,50414627,50432761,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000600583.6_5	chr19	-	50410962	50432761	50411495	50413064	4	50410962,50414361,50430950,50432582,	50413141,50414623,50431105,50432761,	0	NUP62	cmpl	cmpl	0,-1,-1,-1,
969	ENST00000700476.1_2	chr19	-	50410962	50432761	50411495	50413064	4	50410962,50414361,50430950,50432582,	50413141,50414627,50431072,50432761,	0	NUP62	cmpl	cmpl	0,-1,-1,-1,
969	ENST00000700477.1_2	chr19	-	50410962	50432786	50411495	50413064	3	50410962,50414361,50432673,	50413141,50414627,50432786,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000599560.6_5	chr19	-	50410965	50433021	50411495	50413064	3	50410965,50430950,50432606,	50413141,50431072,50433021,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000700478.1_2	chr19	-	50410969	50432732	50411495	50413064	3	50410969,50430950,50432673,	50413141,50431072,50432732,	0	NUP62	cmpl	cmpl	0,-1,-1,
969	ENST00000597723.5_4	chr19	-	50411361	50432732	50411495	50413064	4	50411361,50412230,50430950,50432582,	50412002,50413141,50431072,50432732,	0	NUP62	cmpl	cmpl	0,0,-1,-1,
969	ENST00000596217.1_8	chr19	-	50411362	50432761	50411495	50413064	2	50411362,50430950,	50413141,50432761,	0	NUP62	cmpl	cmpl	0,-1,
969	ENST00000451973.1_5	chr19	-	50412757	50461648	50455224	50461648	3	50412757,50455147,50461539,	50413141,50455229,50461648,	0	ENSG00000269179	cmpl	cmpl	-1,1,0,
969	ENST00000595125.5_1	chr19	+	50431958	50436555	50434107	50436349	4	50431958,50432499,50433988,50435678,	50432263,50432657,50434285,50436555,	0	ATF5	cmpl	cmpl	-1,-1,0,1,
969	ENST00000423777.7_3	chr19	+	50432461	50437192	50434107	50436349	3	50432461,50433988,50435678,	50432657,50434285,50437192,	0	ATF5	cmpl	cmpl	-1,0,1,
969	ENST00000600336.1_1	chr19	+	50432473	50434486	50434107	50434374	2	50432473,50433988,	50432657,50434486,	0	ATF5	cmpl	cmpl	-1,0,
969	ENST00000578027.1	chr19	+	50436320	50436394	50436320	50436320	1	50436320,	50436394,	0	MIR4751	none	none	-1,
121	ENST00000447370.6_7	chr19	-	50452241	50464429	50453226	50464338	11	50452241,50455147,50455554,50461539,50461899,50462286,50462616,50463029,50463393,50463808,50464262,	50453493,50455229,50455651,50461827,50462157,50462334,50462880,50463077,50463678,50464192,50464429,	0	SIGLEC11	cmpl	cmpl	0,2,1,1,1,1,1,1,1,1,0,
121	ENST00000426971.2_5	chr19	-	50452556	50464338	50453226	50464338	10	50452556,50455147,50455554,50461899,50462286,50462616,50463029,50463393,50463808,50464262,	50453493,50455229,50455651,50462157,50462334,50462880,50463077,50463678,50464192,50464338,	0	SIGLEC11	cmpl	cmpl	0,2,1,1,1,1,1,1,1,0,
969	ENST00000408198.1	chr19	-	50452573	50452784	50452573	50452573	1	50452573,	50452784,	0	U3	none	none	-1,
970	ENST00000602139.6_4	chr19	+	50472856	50479076	50472958	50476765	9	50472856,50473068,50473579,50474377,50474923,50475100,50475857,50476299,50476751,	50472998,50473448,50473864,50474641,50474971,50475358,50475951,50476379,50479076,	0	SIGLEC16	cmpl	cmpl	0,1,0,0,0,0,0,1,0,
970	ENST00000316763.8_10	chr19	-	50479724	50528629	50482350	50519419	15	50479724,50482339,50484211,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50512492,50519280,50523841,50528523,	50480041,50482499,50484270,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50512642,50519420,50523904,50528629,	0	VRK3	cmpl	cmpl	-1,1,2,1,0,0,2,1,0,1,1,1,0,-1,-1,
970	ENST00000377011.6_4	chr19	-	50479748	50528629	50482350	50519419	14	50479748,50482339,50484211,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50519280,50523841,50528523,	50480041,50482499,50484270,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50519420,50523904,50528629,	0	VRK3	cmpl	cmpl	-1,1,2,1,0,0,2,1,0,1,1,0,-1,-1,
970	ENST00000599538.5_8	chr19	-	50480016	50529203	50482350	50519419	15	50480016,50482339,50484211,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50512492,50519280,50523841,50528602,	50480041,50482499,50484270,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50512642,50519420,50523904,50529203,	0	VRK3	cmpl	cmpl	-1,1,2,1,0,0,2,1,0,1,1,1,0,-1,-1,
970	ENST00000601341.5_4	chr19	-	50481969	50528659	50482350	50519419	13	50481969,50484211,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50519280,50523841,50528602,	50482499,50484270,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50519420,50523904,50528659,	0	VRK3	cmpl	cmpl	1,2,1,0,0,2,1,0,1,1,0,-1,-1,
970	ENST00000594948.5_8	chr19	-	50482016	50528626	50482350	50519419	14	50482016,50484211,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50512492,50519280,50523841,50528602,	50482499,50484270,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50512642,50519420,50523904,50528626,	0	VRK3	cmpl	cmpl	1,2,1,0,0,2,1,0,1,1,1,0,-1,-1,
970	ENST00000601912.5_5	chr19	-	50484910	50523906	50485423	50519419	11	50484910,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50519280,50523841,	50485445,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50519420,50523906,	0	VRK3	cmpl	cmpl	2,1,0,0,2,1,0,1,1,0,-1,
970	ENST00000594092.5_5	chr19	-	50484956	50528584	50485423	50519419	13	50484956,50491628,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50512492,50519280,50523841,50528523,	50485445,50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50512642,50519420,50523904,50528584,	0	VRK3	cmpl	cmpl	2,1,0,0,2,1,0,1,1,1,0,-1,-1,
970	ENST00000593919.5_5	chr19	-	50490957	50528629	50491624	50519419	12	50490957,50492895,50496116,50498070,50498447,50500760,50504046,50510825,50512492,50519280,50523841,50528602,	50491749,50493028,50496209,50498176,50498532,50500827,50504111,50511083,50512642,50519420,50523904,50528629,	0	VRK3	cmpl	cmpl	1,0,0,2,1,0,1,1,1,0,-1,-1,
970	ENST00000595661.5_4	chr19	+	50528978	50552033	50534339	50550316	6	50528978,50529149,50534148,50542417,50544986,50547926,	50529052,50529379,50534348,50542544,50545076,50552033,	0	ZNF473	cmpl	cmpl	-1,-1,0,0,1,1,
970	ENST00000391821.6_3	chr19	+	50529062	50552029	50534339	50550316	5	50529062,50534270,50542417,50544986,50547926,	50529379,50534348,50542544,50545076,50552029,	0	ZNF473	cmpl	cmpl	-1,0,0,1,1,
970	ENST00000445728.7_2	chr19	+	50529261	50550424	50542444	50550316	4	50529261,50542417,50544986,50547926,	50529379,50542544,50545076,50550424,	0	ZNF473	cmpl	cmpl	-1,0,1,1,
970	ENST00000270617.8_5	chr19	+	50529261	50552033	50534339	50550316	5	50529261,50534148,50542417,50544986,50547926,	50529379,50534348,50542544,50545076,50552033,	0	ZNF473	cmpl	cmpl	-1,0,0,1,1,
970	ENST00000601364.5_2	chr19	+	50529296	50556671	50534339	50556454	5	50529296,50534270,50542417,50544986,50556446,	50529379,50534348,50542544,50545076,50556671,	0	ZNF473	cmpl	cmpl	-1,0,0,1,1,
970	ENST00000599410.1_3	chr19	-	50546574	50554292	50546574	50546574	4	50546574,50547888,50551215,50554124,	50546685,50548044,50551342,50554292,	0	ENSG00000269091	none	none	-1,-1,-1,-1,
970	ENST00000655988.1_3	chr19	-	50546730	50554259	50546730	50546730	2	50546730,50554138,	50548044,50554259,	0	ENSG00000269091	none	none	-1,-1,
970	ENST00000527209.1_2	chr19	+	50553845	50570050	50553845	50553845	3	50553845,50565056,50569331,	50554451,50565256,50570050,	0	ZNF473CR	none	none	-1,-1,-1,
970	ENST00000600998.1_2	chr19	+	50578379	50579159	50578379	50578379	2	50578379,50578655,	50578450,50579159,	0	ENSG00000267890	none	none	-1,-1,
971	ENST00000701830.1_1	chr19	-	50599154	50651559	50599154	50599154	3	50599154,50647283,50651389,	50599563,50647372,50651559,	0	ENSG00000287001	none	none	-1,-1,-1,
971	ENST00000701844.1_1	chr19	-	50613571	50651494	50613571	50613571	3	50613571,50647283,50651389,	50614104,50647372,50651494,	0	ENSG00000287001	none	none	-1,-1,-1,
971	ENST00000660128.1_5	chr19	-	50640115	50651487	50640115	50640115	3	50640115,50647283,50651389,	50640845,50647372,50651487,	0	ENSG00000287001	none	none	-1,-1,-1,
971	ENST00000293405.8_7	chr19	-	50655804	50666538	50655865	50666451	7	50655804,50657856,50661524,50662486,50662750,50665995,50666219,	50655908,50657983,50661605,50662507,50662837,50666070,50666538,	0	IZUMO2	cmpl	cmpl	2,1,1,1,1,1,0,
